NOM_ENT,NOM_MUN,COM_ID,dec_lon,dec_lat,NOM_LOC,unidad_pesca,prop_ocupada,prop_hogares,LOC,PC1,PCA_norm,region
Campeche,Campeche,4_2_976,-90.39961111111111,19.828598055555556,Escondido,0,0,1,34,-3.8120014370984943,0,Golfo de México y Caribe
Campeche,Carmen,4_3_1,-91.83645,18.637789444444444,Ciudad del Carmen,0.009882399446585631,0.5021857580606365,0.05626451160028079,35,0.468774467242167,0.6330780111285509,Golfo de México y Caribe
Campeche,Carmen,4_3_5,-92.28904861111111,18.622946666666667,Nuevo Progreso,0.06318681318681318,0.517470565894417,0.416058394160584,36,-0.16750456593603683,0.5389795874201747,Golfo de México y Caribe
Campeche,Carmen,4_3_6,-92.10385027777777,18.61923416666667,Atasta,0.1111111111111111,0.5877581120943953,0.16493506493506493,37,0.6789259167370554,0.6641570175178136,Golfo de México y Caribe
Campeche,Carmen,4_3_7,-91.62666444444444,18.733713611111114,Santa Isabel,0,0.7142857142857143,0.33333333333333337,38,0.9226482423474024,0.7002007742135496,Golfo de México y Caribe
Campeche,Carmen,4_3_13,-91.93906083333334,18.620912222222223,Puerto Rico,1,0.6627218934911243,0.04500000000000004,39,1.4515486207759785,0.7784191176033967,Golfo de México y Caribe
Campeche,Carmen,4_3_16,-91.88440833333334,18.563358611111113,El Playaso,0,0.25,0,40,-0.6215069391679,0.47183780613659243,Golfo de México y Caribe
Campeche,Carmen,4_3_31,-91.54568555555555,18.323047222222222,Santa Rita,1,0.4285714285714286,0.42666666666666664,41,-0.42677962465197494,0.500635758596833,Golfo de México y Caribe
Campeche,Carmen,4_3_55,-91.69791027777778,18.698909166666667,Bahamita [Jaibera],0,0.41509433962264153,0.125,42,-0.08536592844917879,0.5511269565931934,Golfo de México y Caribe
Campeche,Carmen,4_3_64,-90.9442375,18.899880833333334,Ignacio Gutiérrez,0,0.5397536394176932,0.07874015748031493,43,0.600758668431421,0.6525969715825559,Golfo de México y Caribe
Campeche,Carmen,4_3_65,-90.97165277777778,18.71869222222222,José María Pino Suárez,0,0.44940476190476186,0.03809523809523807,44,0.25182685347639844,0.6009939294314334,Golfo de México y Caribe
Campeche,Carmen,4_3_82,-91.27816694444445,18.857086666666667,Calax,0,0.4117647058823529,0.1428571428571429,45,-0.13693605671122983,0.5435003218514217,Golfo de México y Caribe
Campeche,Carmen,4_3_101,-92.22438666666667,18.61777916666667,San Antonio Cárdenas,0.06792452830188679,0.6187581415544942,0.1018315018315018,46,0.9442113387184476,0.7033897106282104,Golfo de México y Caribe
Campeche,Carmen,4_3_118,-92.46523861111112,18.645004166666666,Nuevo Campechito,1,0.5446808510638298,0.8296296296296296,47,-0.6798332508341066,0.4632120088018932,Golfo de México y Caribe
Campeche,Carmen,4_3_199,-91.4834563888889,18.78302083333333,Isla Aguada,0.11641221374045801,0.5220472440944882,0.09324758842443726,48,0.5104502347221561,0.6392413825775759,Golfo de México y Caribe
Campeche,Carmen,4_3_262,-92.31144638888888,18.664831944444444,Colonia Emiliano Zapata,1,0.6024759284731774,0.2021563342318059,49,0.8503496859696581,0.6895086409877302,Golfo de México y Caribe
Campeche,Carmen,4_3_364,-90.97648666666667,18.69601638888889,Independencia,1,0.6049661399548533,0.05600000000000005,50,1.154526687025358,0.7344929557854585,Golfo de México y Caribe
Campeche,Carmen,4_3_450,-91.09333444444444,19.021427222222222,Nohan,0,0.52,0.6,51,-0.5358468966322639,0.4845059510181452,Golfo de México y Caribe
Campeche,Carmen,4_3_611,-91.0104275,18.825222222222223,Checubul,0,0.40371621621621623,0.06542056074766356,52,-0.0203847931909088,0.5607369265587941,Golfo de México y Caribe
Campeche,Carmen,4_3_612,-91.05597055555555,18.7295125,La Cristalina,1,0.5962962962962963,0.11267605633802813,53,0.9998880005547215,0.7116236549245807,Golfo de México y Caribe
Campeche,Carmen,4_3_613,-90.96762944444444,18.740636666666667,Nicolás Bravo,0,0.43413173652694614,0.07619047619047614,54,0.10290757973529485,0.5789704645863968,Golfo de México y Caribe
Campeche,Carmen,4_3_614,-91.180515,18.97464472222222,Sabancuy,0.11439114391143912,0.5086518595041323,0.07713372889091741,55,0.47849281560319584,0.6345152441884773,Golfo de México y Caribe
Campeche,Carmen,4_3_733,-91.22076750000001,18.58006111111111,Bella Palizada,0,0.6428571428571428,0.8333333333333334,56,-0.4175024834936616,0.5020077421354967,Golfo de México y Caribe
Campeche,Carmen,4_3_756,-91.13769,18.465235,La Bretaña,0,0.16666666666666663,0,57,-1.0183237529167082,0.4131531179295471,Golfo de México y Caribe
Campeche,Carmen,4_3_760,-91.10644666666666,18.50552111111111,Buena Vista (Las Arboleras),0,0.5714285714285714,1,58,-1.0909718571066678,0.4024092905625962,Golfo de México y Caribe
Campeche,Carmen,4_3_811,-91.53605944444445,18.204699166666664,Centauro del Norte,0,0.43200000000000005,0.0714285714285714,59,0.10228069229634218,0.5788777550725325,Golfo de México y Caribe
Campeche,Carmen,4_3_830,-91.12035527777778,18.487335277777778,La Nueva Esperanza,1,0.5156794425087108,0.03749999999999998,60,0.7663619485852303,0.6770878109955305,Golfo de México y Caribe
Campeche,Carmen,4_3_1138,-91.08146527777778,18.715274444444443,Los Manantiales,1,0.6434108527131783,0.052631578947368474,61,1.3443297785990445,0.7625626717445859,Golfo de México y Caribe
Campeche,Carmen,4_3_1167,-90.97578277777778,18.841536944444442,Mina de Oro,0,0.5833333333333333,0,62,0.9657603158273319,0.7065765589647736,Golfo de México y Caribe
Campeche,Carmen,4_3_1285,-91.24391222222222,18.55384861111111,Polboxal,0,0.6363636363636364,0.33333333333333337,63,0.5515987541666988,0.6453267800459228,Golfo de México y Caribe
Campeche,Carmen,4_3_1340,-92.42929833333334,18.64925472222222,El Recuerdo,0,0.7272727272727273,1,64,-0.34887288074526024,0.5121572788978497,Golfo de México y Caribe
Campeche,Carmen,4_3_1351,-92.42596305555556,18.518193333333333,Ribera de San Francisco,1,0.5833333333333333,0.95,65,-0.7365238364022378,0.4548281167311138,Golfo de México y Caribe
Campeche,Carmen,4_3_1404,-91.67292416666668,18.712330555555553,San Benito,0,0.7142857142857143,0,66,1.5893295945754593,0.7987953547187018,Golfo de México y Caribe
Campeche,Carmen,4_3_1539,-91.68246083333334,18.34293361111111,Santa Cruz,0,0.5555555555555556,1,67,-1.1665560121064404,0.3912312547136352,Golfo de México y Caribe
Campeche,Carmen,4_3_1717,-91.96363027777778,18.599926944444444,Pinzón,0,0.6428571428571428,1,68,-0.7508431596076897,0.45271045188292064,Golfo de México y Caribe
Campeche,Carmen,4_3_1722,-92.43622,18.64663861111111,La Envidia,1,0.4285714285714286,1,69,-1.5734715504842325,0.3310530801279712,Golfo de México y Caribe
Campeche,Carmen,4_3_1776,-90.96668,18.863221388888892,Oxcabal,0,0.47557840616966585,0.0714285714285714,70,0.30979242371032034,0.6095663772160542,Golfo de México y Caribe
Campeche,Carmen,4_3_1830,-91.74493111111111,18.673165555555556,El Fénix (Ecoparque),0,0.1428571428571429,0,71,-1.1316999854163674,0.3963860641561056,Golfo de México y Caribe
Campeche,Carmen,4_3_1843,-91.68552333333334,18.704876388888888,Cocodrilos Maya,1,0.7142857142857143,0,72,1.7870872961958508,0.8280414669247259,Golfo de México y Caribe
Campeche,Carmen,4_3_1847,-91.6205825,18.73300972222222,Ensenada Grande,0,0.5,0.8333333333333334,73,-1.0977598784916178,0.40140541949484776,Golfo de México y Caribe
Campeche,Carmen,4_3_2044,-91.185185,18.400360555555554,San Manuel,0,0.5333333333333333,0,74,0.7276702275780473,0.6713657460405463,Golfo de México y Caribe
Campeche,Carmen,4_3_2221,-92.38026972222221,18.47571083333333,Ribera Media San Francisco,0,0.4107142857142857,0.9375,75,-1.7312586729366086,0.307718161436582,Golfo de México y Caribe
Campeche,Carmen,4_3_2222,-92.35736694444444,18.444645833333333,Ribera Alta San Francisco,0,0.6363636363636364,1,76,-0.7817639502894146,0.4481376190356185,Golfo de México y Caribe
Campeche,Carmen,4_3_2248,-91.57756888888889,18.3323875,Generalísimo Morelos,0,0.49230769230769234,1,77,-1.4677297989516898,0.3466910811000829,Golfo de México y Caribe
Campeche,Carmen,4_3_2249,-91.58277777777778,18.333888888888886,Valle de Solidaridad,0,0.5384615384615384,0.8888888888888888,78,-1.0257272154660748,0.4120582301215997,Golfo de México y Caribe
Campeche,Carmen,4_3_2250,-91.58341916666666,18.336092777777775,Murallas de Campeche,0,0.5384615384615384,0.7096774193548387,79,-0.6672963809348618,0.46506606910286424,Golfo de México y Caribe
Campeche,Carmen,4_3_2251,-91.61011111111111,18.323529166666667,Fernando Foglio Miramontes,0,0.4378698224852071,0.04255319148936165,80,0.18798365539846762,0.5915522474171332,Golfo de México y Caribe
Campeche,Carmen,4_3_2268,-91.64308194444445,18.255119166666667,Beraca,0,0.2068965517241379,1,81,-2.82680107192904,0.14569991554852615,Golfo de México y Caribe
Campeche,Carmen,4_3_2724,-91.54809305555555,18.76991,Careyes (Huarixe),0,0.6153846153846154,0.75,82,-0.38165087524394603,0.5073097867539678,Golfo de México y Caribe
Campeche,Carmen,4_3_2978,-91.81754527777777,18.241426944444445,San Fernando,0,0.32432432432432434,1,83,-2.267633297103133,0.22839446221120324,Golfo de México y Caribe
Campeche,Carmen,4_3_3080,-91.80141305555556,18.217362499999997,El Zapote,0,0.443609022556391,0.22857142857142854,84,-0.1567320810838177,0.5405727152637135,Golfo de México y Caribe
Campeche,Carmen,4_3_3140,-91.81083333333333,18.223702777777778,San Joaquín,0,0.36363636363636365,1,85,-2.0804371589218773,0.25607863944892484,Golfo de México y Caribe
Campeche,Carmen,4_3_3155,-91.43635777777779,18.282495277777777,Juan de la Cabada Vera,0,0.5756457564575646,0.10344827586206895,86,0.7222524893796778,0.6705645242527015,Golfo de México y Caribe
Campeche,Carmen,4_3_3191,-91.80814027777778,18.22189361111111,San José las Flores,0,0.4,1,87,-1.9072807311042155,0.28168650339381734,Golfo de México y Caribe
Campeche,Carmen,4_3_3194,-91.8042325,18.219829166666663,San Luis,0,0.4285714285714286,0.2857142857142857,88,-0.34262635447307405,0.5130810690044162,Golfo de México y Caribe
Campeche,Carmen,4_3_3217,-91.51147833333333,18.21173861111111,El Aguacatal,0.6666666666666666,0.4412416851441242,0.1324675324675325,89,0.15604562142185158,0.586828975869849,Golfo de México y Caribe
Campeche,Carmen,4_3_3230,-91.10432999999999,18.50486111111111,Don Paco,0,0.7,0.6666666666666667,90,0.18794115061954952,0.5915459614443325,Golfo de México y Caribe
Campeche,Carmen,4_3_3257,-91.24860111111111,18.30386138888889,El Recuerdo,0,0.6,1,91,-0.9549203781070764,0.422529755090726,Golfo de México y Caribe
Campeche,Carmen,4_3_3260,-91.19323111111112,18.386310833333333,Las Gemelas [Quinta],0,0.7333333333333334,0.25,92,1.1800195664041444,0.7382630623585908,Golfo de México y Caribe
Campeche,Carmen,4_3_3304,-90.91732916666668,18.670242222222225,Enrique Rodríguez Cano,0,0.5174537987679672,0.04347826086956519,93,0.5650965946103975,0.6473229569478631,Golfo de México y Caribe
Campeche,Carmen,4_3_3318,-91.25021444444444,18.301783888888888,La Estrella,0,0.33333333333333337,1,94,-2.224734182103262,0.23473875282818113,Golfo de México y Caribe
Campeche,Carmen,4_3_3333,-91.08939916666667,18.525034444444444,Mamantel (Pancho Villa),0,0.4191954834156669,0.03855421686746985,95,0.10705828008253526,0.5795843059037984,Golfo de México y Caribe
Campeche,Carmen,4_3_3354,-91.30681694444444,18.38753638888889,Ignacio Zaragoza,0,0.42377260981912146,0.12,96,-0.03404150582713705,0.5587172542686537,Golfo de México y Caribe
Campeche,Carmen,4_3_3395,-91.00171833333333,18.631106388888888,Licenciado Gustavo Díaz Ordaz (18 de Marzo),0,0.5582241630276565,0.11557788944723613,97,0.6150345534753894,0.6547082124212953,Golfo de México y Caribe
Campeche,Carmen,4_3_3402,-91.09773861111111,18.541517222222225,Mamantel Pueblo (Mamantel Viejo),1,0.4814814814814815,0.5416666666666667,98,-0.40483750783807815,0.5038807478190921,Golfo de México y Caribe
Campeche,Carmen,4_3_3407,-91.48493666666667,18.225160555555554,Mayalam [Rancho],0,0.25,0,99,-0.6215069391679,0.47183780613659243,Golfo de México y Caribe
Campeche,Carmen,4_3_3420,-91.09376083333333,18.477594999999997,Nueva Chontalpa,0,0.5509933774834437,0.01388888888888884,100,0.7839854673055993,0.6796941287355609,Golfo de México y Caribe
Campeche,Carmen,4_3_3431,-91.16450694444445,18.428787222222223,Ojo de Agua de Cuyoc,0,0.33333333333333337,0,101,-0.22469012541909172,0.5305224943436377,Golfo de México y Caribe
Campeche,Carmen,4_3_3452,-91.03307944444444,18.59779,Pital Nuevo,0,0.6084828711256117,0.04022988505747127,102,1.0050558867648953,0.7123879264484319,Golfo de México y Caribe
Campeche,Carmen,4_3_3453,-91.12468638888888,18.550441111111112,Pital Viejo,1,0.6305732484076434,0.06024096385542166,103,1.2679805466983862,0.7512714897339018,Golfo de México y Caribe
Campeche,Carmen,4_3_3461,-91.41725583333334,18.2370925,El Porvenir,0,0.7647058823529411,1,104,-0.1706236168153148,0.5385183153117096,Golfo de México y Caribe
Campeche,Carmen,4_3_3474,-91.2378475,18.399716388888887,Puerta Blanca,0,0.3125,1,105,-2.323938385540464,0.2200675807764198,Golfo de México y Caribe
Campeche,Carmen,4_3_3511,-91.09252027777778,18.466702777777776,San Antonio,0,0.375,0,106,-0.02628171854468786,0.5598648384471604,Golfo de México y Caribe
Campeche,Carmen,4_3_3514,-91.4141838888889,18.241468055555558,San Carlos,0,0.25,0.33333333333333337,107,-1.2881882913959568,0.37324322563144025,Golfo de México y Caribe
Campeche,Carmen,4_3_3531,-91.04972083333332,18.632291944444447,San Isidro,0,0.5658119658119658,0.05232558139534882,108,0.7776735689568101,0.6787606708432556,Golfo de México y Caribe
Campeche,Carmen,4_3_3533,-91.16236944444445,18.431961666666666,San Jorge de Coyoc,0,0.5888888888888889,0,109,0.9922147700772529,0.7104888715119099,Golfo de México y Caribe
Campeche,Carmen,4_3_3580,-91.18817361111111,18.395142222222223,Kilómetro 59,0,0.45679012345679015,0.95,110,-1.536855218159708,0.3364682187292063,Golfo de México y Caribe
Campeche,Carmen,4_3_3604,-91.12548361111111,18.479241944444443,Santa Lucía,0,0.625,1,111,-0.8358753339824339,0.4401351615528396,Golfo de México y Caribe
Campeche,Carmen,4_3_3644,-91.25654805555556,18.298106944444445,La Victoria,0,0.375,0,112,-0.02628171854468786,0.5598648384471604,Golfo de México y Caribe
Campeche,Carmen,4_3_3771,-91.71143944444445,18.691964444444444,Bahamita Beach,0,0.17647058823529416,0.5,113,-1.9716614502295216,0.27216532813735356,Golfo de México y Caribe
Campeche,Carmen,4_3_3781,-90.91179555555556,18.897827499999998,El Arca,0,0.33333333333333337,0.875,114,-1.9747286750177406,0.2717117205176132,Golfo de México y Caribe
Campeche,Carmen,4_3_3804,-91.80188916666667,18.209982222222223,Los Coquitos,0,0.2857142857142857,0,115,-0.45144259041841095,0.49698838679675467,Golfo de México y Caribe
Campeche,Carmen,4_3_3848,-92.31906333333333,18.630900833333335,La Flor,0,0.6428571428571428,0.6,116,0.04917446306597839,0.5710239484891033,Golfo de México y Caribe
Campeche,Carmen,4_3_3884,-91.63012722222221,18.735503055555558,Las Gaviotas [Fraccionamiento],0,0.33333333333333337,0.6666666666666667,117,-1.5580528298752054,0.3333333333333333,Golfo de México y Caribe
Campeche,Carmen,4_3_3885,-92.30367138888889,18.65972722222222,El Limonal,0,0.4864864864864865,1,118,-1.4954492271054525,0.3425916933168049,Golfo de México y Caribe
Campeche,Carmen,4_3_3904,-91.27056222222222,18.289503055555556,El Pedacito,0,0.5454545454545454,1,119,-1.214655019833569,0.38411795917338726,Golfo de México y Caribe
Campeche,Carmen,4_3_3922,-91.02166666666666,18.611685833333336,El Amanecer,0,0.33333333333333337,0,120,-0.22469012541909172,0.5305224943436377,Golfo de México y Caribe
Campeche,Carmen,4_3_3932,-92.31640777777777,18.67188,El Regalo,0,0.25,1,121,-2.62155099585207,0.17605406462113582,Golfo de México y Caribe
Campeche,Carmen,4_3_3941,-91.09176444444444,18.46610361111111,El Sacrificio,0,0.7,0,122,1.5213038550756632,0.788735122454637,Golfo de México y Caribe
Campeche,Carmen,4_3_3982,-92.31147583333333,18.671741944444445,San Víctor,0,0.5833333333333333,0.75,123,-0.5342727266857958,0.48473875282818096,Golfo de México y Caribe
Campeche,Carmen,4_3_4012,-91.78622916666666,18.185142777777777,Tumbo de la Montaña 2,0,0.3178807947019867,0.32608695652173914,124,-0.9504603305008817,0.42318934534519487,Golfo de México y Caribe
Campeche,Carmen,4_3_4098,-91.44533416666667,18.23128722222222,Los Tamarindos,0,0.6875,0,125,1.4617813330133425,0.77993241922358,Golfo de México y Caribe
Campeche,Carmen,4_3_4184,-91.18479583333334,18.395290555555555,Las Golondrinas,0,0.5454545454545454,0,126,0.7853890368506011,0.6799017006888439,Golfo de México y Caribe
Campeche,Carmen,4_3_4225,-91.31921055555556,18.276931944444442,Cerrito la Bonita,0,0.46153846153846156,1,127,-1.614246776335865,0.3250228885313277,Golfo de México y Caribe
Campeche,Carmen,4_3_4519,-91.68323000000001,18.7089775,Punta del Este [Fraccionamiento],0,0.6153846153846154,0,128,1.1183821672691816,0.7291475928905602,Golfo de México y Caribe
Campeche,Carmen,4_3_4564,-91.93530638888889,18.634301666666666,La Antorcha,0,0.5578512396694215,0.2934782608695652,129,0.2574501858248058,0.6018255562529717,Golfo de México y Caribe
Campeche,Carmen,4_3_4615,-92.31588972222222,18.62817777777778,Ninguno [Rancho],0,0.7142857142857143,1,130,-0.410714462108711,0.5030116132032453,Golfo de México y Caribe
Campeche,Carmen,4_3_4634,-91.76782305555555,18.248491666666666,Río Verde 9 [Campo Menonita],0,0.375,0.625,131,-1.2763092539722942,0.37499999999999994,Golfo de México y Caribe
Campeche,Carmen,4_3_4638,-91.56555388888889,18.762056944444446,Villa Vista Delfín,0,0.6363636363636364,0.25,132,0.718269092223713,0.6699754251722109,Golfo de México y Caribe
Campeche,Carmen,4_3_4642,-92.4351463888889,18.647703888888888,San Juanito,0,0.5714285714285714,1,133,-1.0909718571066678,0.4024092905625962,Golfo de México y Caribe
Campeche,Carmen,4_3_4644,-91.74787888888889,18.252304166666665,Río Verde 10 [Campo Menonita],0,0.4736842105263158,1,134,-1.5564111273684273,0.33357612244004686,Golfo de México y Caribe
Campeche,Carmen,4_3_4645,-91.75734777777778,18.241966666666666,Río Verde 2 [Campo Menonita],0,0.2894736842105263,0.5454545454545454,135,-1.524474201851457,0.3382992300587715,Golfo de México y Caribe
Campeche,Carmen,4_3_4649,-91.73490444444444,18.249867222222225,Río Verde 3 [Campo Menonita],0,0.375,0.7857142857142857,136,-1.5977449059393931,0.32746332725644445,Golfo de México y Caribe
Campeche,Carmen,4_3_4654,-91.72571305555556,18.238670000000003,Río Verde 4 [Campo Menonita],0,0.6666666666666667,1,137,-0.6374669271080295,0.46947750565636226,Golfo de México y Caribe
Campeche,Champotón,4_4_1,-90.72389111111112,19.356218611111114,Champotón,0.04861390116512656,0.5306293471884689,0.03705553335996803,138,0.6502954556782852,0.6599228983418015,Golfo de México y Caribe
Campeche,Champotón,4_4_3,-90.56472944444444,19.193471944444443,López Mateos (La Desconfianza),0,0.3147751605995718,0.8691588785046729,139,-2.051416514365177,0.260370462321268,Golfo de México y Caribe
Campeche,Champotón,4_4_4,-90.46348333333334,19.377470833333334,Arellano,0,0.3929765886287625,0.07185628742514971,140,-0.08439650768388485,0.5512703228856024,Golfo de México y Caribe
Campeche,Champotón,4_4_5,-90.56864138888889,19.296993055555557,Canasayab,0,0.6367521367521367,0.13432835820895528,141,0.9514674337504508,0.7044628044584114,Golfo de México y Caribe
Campeche,Champotón,4_4_14,-90.44508777777779,19.513710833333334,Hool,0,0.5470925470925471,0.08720930232558144,142,0.6187664291376347,0.6552601143369359,Golfo de México y Caribe
Campeche,Champotón,4_4_16,-90.67524305555555,19.48297583333333,La Joya,0.10588235294117647,0.48909395973154357,0.08059701492537319,143,0.3767525703510115,0.6194690204301455,Golfo de México y Caribe
Campeche,Champotón,4_4_17,-90.70270944444445,19.478346666666663,Ciudad del Sol,1,0.5014367816091954,0.031088082901554404,144,0.7113653374605228,0.6689544384556748,Golfo de México y Caribe
Campeche,Champotón,4_4_19,-90.67368583333334,19.352898055555556,Moquel,0,0.6226950354609929,0.004484304932735439,145,1.144224131062586,0.7329693250735965,Golfo de México y Caribe
Campeche,Champotón,4_4_21,-90.66338416666667,19.481874444444443,La Noria,0,0.5209580838323353,0.23076923076923073,146,0.20719311419647907,0.5943931076355738,Golfo de México y Caribe
Campeche,Champotón,4_4_24,-90.73243805555556,19.13168027777778,San Pablo Pixtún,0,0.42138728323699426,0.45299145299145294,147,-0.7113975346381594,0.45854401064924416,Golfo de México y Caribe
Campeche,Champotón,4_4_30,-90.4993586111111,19.449863333333333,San Antonio Teop,0,0.2222222222222222,0.6666666666666667,148,-2.0871419148736163,0.25508708239060623,Golfo de México y Caribe
Campeche,Champotón,4_4_33,-90.46925027777777,19.300733333333334,San Juan Carpizo,0,0.4207792207792208,0.13084112149532712,149,-0.06997815165514476,0.5534026335606748,Golfo de México y Caribe
Campeche,Champotón,4_4_36,-90.58435027777777,19.500454444444443,Sihochac,0,0.5830914368650217,0.06698564593301437,150,0.8306342097661068,0.686592946557022,Golfo de México y Caribe
